2.2981,2.1287,1.3919,1.3579,1.25,1.4252,1.7139
2.2981,2.1277,1.3873,1.3579,1.25,1.4237,1.7139
2.2944,2.1229,1.3777,1.3531,1.2567,1.415,1.6945
2.2794,2.1165,1.3692,1.3449,1.2665,1.4026,1.6556
2.2638,2.1025,1.363,1.3513,1.2566,1.3791,1.6378
2.2563,2.0831,1.36,1.3684,1.2338,1.354,1.6302
2.2508,2.0296,1.3641,1.3808,1.2171,1.3423,1.6195
2.2391,1.9451,1.3701,1.3838,1.2139,1.3354,1.621
2.215,1.8684,1.373,1.3799,1.2203,1.3368,1.6298
2.1984,1.8224,1.3766,1.377,1.2249,1.3425,1.6654
2.1874,1.8015,1.3792,1.3734,1.2266,1.3419,1.7212
2.1714,1.7802,1.3796,1.3753,1.2261,1.3368,1.7663
2.1598,1.7824,1.3845,1.3828,1.2205,1.3281,1.79
2.1744,1.8196,1.3984,1.3759,1.2056,1.3119,1.8017
2.208,1.8727,1.4101,1.3566,1.1875,1.3097,1.803
2.237,1.9188,1.4157,1.336,1.1724,1.3228,1.8119
2.2637,1.9514,1.4198,1.3177,1.1633,1.3323,1.838
2.284,1.9761,1.4212,1.3044,1.1585,1.3329,1.8615
2.3051,2.0162,1.4223,1.298,1.1604,1.3253,1.8829
2.3312,2.0692,1.4275,1.2916,1.1674,1.3182,1.8997
2.3554,2.1116,1.4343,1.2803,1.1706,1.3146,1.9074
2.3809,2.1397,1.4256,1.2634,1.1711,1.312,1.9087
2.4141,2.1592,1.4088,1.2493,1.1715,1.3149,1.9129
2.4433,2.18,1.3996,1.2461,1.1857,1.3296,1.928
2.4688,2.199,1.3882,1.242,1.2227,1.3403,1.9517
2.494,2.2091,1.3587,1.2373,1.2562,1.3435,1.9743
2.5099,2.2049,1.3275,1.2488,1.2806,1.352,2.004
2.5054,2.1989,1.3228,1.296,1.3047,1.3629,2.0328
2.485,2.1846,1.3243,1.3556,1.3283,1.3753,2.0488
2.4476,2.1684,1.3191,1.4004,1.3576,1.41,2.0604
2.4098,2.1808,1.3185,1.4372,1.3961,1.4524,2.0779
2.3904,2.2005,1.3321,1.4682,1.4368,1.4751,2.0986
2.3653,2.2177,1.3404,1.4907,1.4566,1.4875,2.1098
2.3359,2.2386,1.3324,1.5071,1.4598,1.4979,2.1139
2.3228,2.2538,1.333,1.5232,1.4622,1.519,2.139
2.3216,2.2677,1.3443,1.5335,1.4696,1.5465,2.1803
2.318,2.2851,1.3633,1.5242,1.482,1.5678,2.1991
2.3153,2.3005,1.3874,1.5062,1.4939,1.5794,2.2006
2.3296,2.3099,1.4094,1.493,1.504,1.5878,2.1968
2.3561,2.3131,1.4269,1.4892,1.5043,1.5992,2.1872
2.3779,2.3081,1.4425,1.4921,1.4974,1.6139,2.1821
2.3723,2.2884,1.4538,1.4998,1.5036,1.6272,2.1674
2.3494,2.2598,1.4621,1.511,1.5246,1.6331,2.1366
2.3382,2.2361,1.4681,1.5136,1.5466,1.6387,2.11
2.3319,2.2068,1.4711,1.5099,1.5626,1.654,2.0896
2.318,2.1578,1.4803,1.5114,1.573,1.674,2.0789
2.3005,2.0976,1.4982,1.5181,1.5819,1.6772,2.0762
2.2811,2.0461,1.5153,1.523,1.5883,1.6643,2.0585
2.2669,2.0131,1.5331,1.5251,1.5917,1.6444,2.0286
2.2633,1.9912,1.5515,1.5322,1.5942,1.6245,2.0058
2.2452,1.9499,1.5688,1.5387,1.5919,1.61,1.9924
2.2175,1.8907,1.5801,1.5448,1.5877,1.5995,1.987
2.2052,1.8415,1.5844,1.5533,1.5872,1.5905,1.9852
2.1952,1.8153,1.5875,1.5541,1.5882,1.5879,1.985
2.1711,1.8036,1.5885,1.5464,1.5943,1.586,1.9901
2.1454,1.7974,1.5891,1.5489,1.5932,1.5752,1.9938
2.1216,1.7977,1.5897,1.5682,1.5706,1.5686,1.988
2.0991,1.7967,1.5953,1.5875,1.5443,1.5693,1.9838
2.0827,1.796,1.5994,1.591,1.5222,1.5658,1.9763
2.0749,1.7858,1.5971,1.5599,1.5061,1.5645,1.9633
2.0893,1.7688,1.5914,1.5128,1.4944,1.565,1.9538
2.1128,1.7501,1.5832,1.4769,1.4756,1.5381,1.9425
2.1014,1.7146,1.5813,1.4583,1.4482,1.4953,1.9195
2.0674,1.6886,1.5716,1.4523,1.4205,1.4627,1.8971
2.0427,1.6855,1.5521,1.4479,1.4004,1.431,1.8854
2.0236,1.6832,1.538,1.4447,1.3857,1.4017,1.8815
1.9999,1.6865,1.5234,1.4379,1.3702,1.3721,1.8545
1.975,1.6902,1.5085,1.4285,1.3492,1.344,1.8076
1.9579,1.6841,1.4932,1.4216,1.3339,1.3301,1.7696
1.9455,1.6796,1.4717,1.421,1.3261,1.3313,1.7381
1.9227,1.6864,1.4439,1.431,1.3187,1.3385,1.7215
1.9062,1.7141,1.4174,1.444,1.3084,1.3438,1.7182
1.9332,1.7578,1.3965,1.4578,1.2942,1.3396,1.7081
1.9772,1.7952,1.3797,1.4664,1.2681,1.3286,1.6775
2.0052,1.8258,1.3722,1.4684,1.2292,1.3189,1.6432
2.0185,1.8504,1.3714,1.4712,1.2008,1.3102,1.6169
2.0332,1.8672,1.3661,1.4719,1.2017,1.2955,1.5977
2.0375,1.8794,1.3494,1.471,1.2182,1.2763,1.5724
2.0252,1.8883,1.3224,1.4703,1.2285,1.2623,1.5427
2.0163,1.9035,1.2941,1.4712,1.236,1.2538,1.5225
2.0043,1.9286,1.2665,1.4776,1.2415,1.2511,1.5297
1.9903,1.9532,1.241,1.4822,1.2438,1.2574,1.5516
1.98,1.9681,1.215,1.4814,1.2455,1.2687,1.5569
1.9726,1.9788,1.1906,1.4807,1.245,1.277,1.566
1.9671,1.9951,1.1746,1.4803,1.2412,1.2846,1.582
1.9675,2.0016,1.1649,1.4799,1.2501,1.2918,1.5911
1.9876,1.9969,1.1597,1.4782,1.2698,1.2986,1.5897
2.0169,1.9881,1.154,1.4756,1.2966,1.3052,1.582
2.0372,1.9806,1.1499,1.4692,1.3286,1.3178,1.5869
2.051,1.9805,1.1431,1.4603,1.3503,1.3395,1.6012
2.0834,1.9805,1.1324,1.4522,1.3646,1.3642,1.5996
2.1277,1.9794,1.1063,1.4449,1.3705,1.3867,1.5864
2.1416,1.9775,1.0752,1.441,1.3748,1.403,1.5927
2.1351,1.9751,1.059,1.4352,1.384,1.4164,1.6131
2.145,1.97,1.0472,1.4188,1.3876,1.4262,1.6292
2.1678,1.945,1.0467,1.3975,1.3903,1.4333,1.637
2.1816,1.8992,1.0564,1.374,1.3968,1.4414,1.6377
2.1897,1.8599,1.0655,1.3503,1.4015,1.4487,1.6329
2.1966,1.8408,1.0701,1.3331,1.4035,1.4497,1.6281
2.2016,1.8363,1.0655,1.3206,1.4034,1.446,1.6286
2.2052,1.8365,1.0621,1.3098,1.3987,1.4433,1.6302
2.205,1.832,1.0825,1.2935,1.3923,1.4369,1.6365
2.199,1.8299,1.121,1.2695,1.3891,1.4231,1.6412
2.1798,1.8151,1.156,1.2468,1.3868,1.4085,1.6367
2.1271,1.7749,1.1832,1.2248,1.3852,1.3932,1.6309
2.0632,1.7355,1.2047,1.2052,1.3824,1.3757,1.6293
2.0166,1.7029,1.2153,1.1927,1.3773,1.3613,1.6409
1.986,1.6752,1.2196,1.1907,1.372,1.3509,1.6619
1.9853,1.6615,1.2295,1.2034,1.3552,1.3368,1.6822
2.0049,1.6619,1.2418,1.2143,1.33,1.3216,1.7113
2.0224,1.6698,1.2651,1.2171,1.3262,1.3171,1.7431
2.0381,1.6678,1.3098,1.2243,1.3379,1.3186,1.7698
2.0486,1.6549,1.3558,1.2347,1.3464,1.3182,1.7749
2.0562,1.7012,1.3892,1.2472,1.3526,1.3162,1.762
2.0688,1.7949,1.415,1.2612,1.3556,1.3148,1.7587
2.0719,1.8724,1.4353,1.2649,1.3624,1.3138,1.7501
